created_date,product,campaign_name,clicks,cost,leads,prospect,funding,NTF,campaign
2022-10-01,Sertifikat Rumah,Leads | Sertifikat Rumah | Search | Web 1 | Cover Area | All Time,,,,1.0,,,Sertifikat Rumah # Leads | Sertifikat Rumah | Search | Web 1 | Cover Area | All Time
2022-10-03,Sertifikat Rumah,Leads | Sertifikat Rumah | Search | Web 1 | Cover Area | All Time,,,,1.0,,,Sertifikat Rumah # Leads | Sertifikat Rumah | Search | Web 1 | Cover Area | All Time
2022-10-04,Sertifikat Rumah,Leads | Sertifikat Rumah | Search | Web 1 | Cover Area | All Time,,,,2.0,,,Sertifikat Rumah # Leads | Sertifikat Rumah | Search | Web 1 | Cover Area | All Time
2022-10-05,Sertifikat Rumah,Leads | Sertifikat Rumah | Search | Web 1 | Cover Area | All Time,,,,2.0,,,Sertifikat Rumah # Leads | Sertifikat Rumah | Search | Web 1 | Cover Area | All Time
2022-10-10,Sertifikat Rumah,Leads | Sertifikat Rumah | Search | Web 1 | Cover Area | All Time,,,,1.0,,,Sertifikat Rumah # Leads | Sertifikat Rumah | Search | Web 1 | Cover Area | All Time
2022-10-11,Sertifikat Rumah,Leads | Sertifikat Rumah | Search | Web 1 | Cover Area | All Time,,,,1.0,,,Sertifikat Rumah # Leads | Sertifikat Rumah | Search | Web 1 | Cover Area | All Time
2022-10-12,Sertifikat Rumah,Leads | Sertifikat Rumah | Search | Web 1 | Cover Area | All Time,,,,1.0,,,Sertifikat Rumah # Leads | Sertifikat Rumah | Search | Web 1 | Cover Area | All Time
2022-10-13,Sertifikat Rumah,Leads | Sertifikat Rumah | Search | Web 1 | Cover Area | All Time,,,,2.0,,,Sertifikat Rumah # Leads | Sertifikat Rumah | Search | Web 1 | Cover Area | All Time
2022-10-14,Sertifikat Rumah,Leads | Sertifikat Rumah | Search | Web 1 | Cover Area | All Time,,,,3.0,,,Sertifikat Rumah # Leads | Sertifikat Rumah | Search | Web 1 | Cover Area | All Time
2022-10-17,Sertifikat Rumah,Leads | Sertifikat Rumah | Search | Web 1 | Cover Area | All Time,,,,1.0,,,Sertifikat Rumah # Leads | Sertifikat Rumah | Search | Web 1 | Cover Area | All Time
2022-10-20,Sertifikat Rumah,Leads | Sertifikat Rumah | Search | Web 1 | Cover Area | All Time,,,,1.0,,,Sertifikat Rumah # Leads | Sertifikat Rumah | Search | Web 1 | Cover Area | All Time
2022-10-21,Sertifikat Rumah,Leads | Sertifikat Rumah | Search | Web 1 | Cover Area | All Time,,,,1.0,1.0,196464000.0,Sertifikat Rumah # Leads | Sertifikat Rumah | Search | Web 1 | Cover Area | All Time
2022-10-22,Sertifikat Rumah,Leads | Sertifikat Rumah | Search | Web 1 | Cover Area | All Time,,,,1.0,,,Sertifikat Rumah # Leads | Sertifikat Rumah | Search | Web 1 | Cover Area | All Time
2022-10-24,Sertifikat Rumah,Leads | Sertifikat Rumah | Search | Web 1 | Cover Area | All Time,,,,4.0,,,Sertifikat Rumah # Leads | Sertifikat Rumah | Search | Web 1 | Cover Area | All Time
2022-10-26,Sertifikat Rumah,Leads | Sertifikat Rumah | Search | Web 1 | Cover Area | All Time,,,,1.0,,,Sertifikat Rumah # Leads | Sertifikat Rumah | Search | Web 1 | Cover Area | All Time
2022-10-27,Sertifikat Rumah,Leads | Sertifikat Rumah | Search | Web 1 | Cover Area | All Time,,,,3.0,,,Sertifikat Rumah # Leads | Sertifikat Rumah | Search | Web 1 | Cover Area | All Time
2022-10-28,Sertifikat Rumah,Leads | Sertifikat Rumah | Search | Web 1 | Cover Area | All Time,,,,1.0,,,Sertifikat Rumah # Leads | Sertifikat Rumah | Search | Web 1 | Cover Area | All Time
2022-10-29,Sertifikat Rumah,Leads | Sertifikat Rumah | Search | Web 1 | Cover Area | All Time,,,,2.0,,,Sertifikat Rumah # Leads | Sertifikat Rumah | Search | Web 1 | Cover Area | All Time
2022-10-31,Sertifikat Rumah,Leads | Sertifikat Rumah | Search | Web 1 | Cover Area | All Time,,,,2.0,,,Sertifikat Rumah # Leads | Sertifikat Rumah | Search | Web 1 | Cover Area | All Time
2022-11-03,Sertifikat Rumah,Leads | Sertifikat Rumah | Search | Web 1 | Cover Area | All Time,,,,2.0,,,Sertifikat Rumah # Leads | Sertifikat Rumah | Search | Web 1 | Cover Area | All Time
2022-11-04,BPKB Mobil,Leads | BPKB Mobil | Search | Web 1 | Nationwide | Experiment | General,,,,2.0,,,BPKB Mobil # Leads | BPKB Mobil | Search | Web 1 | Nationwide | Experiment | General
2022-11-04,Sertifikat Rumah,Leads | Sertifikat Rumah | Search | Web 1 | Cover Area | All Time,,,,1.0,,,Sertifikat Rumah # Leads | Sertifikat Rumah | Search | Web 1 | Cover Area | All Time
2022-11-05,Sertifikat Rumah,Leads | Sertifikat Rumah | Search | Web 1 | Cover Area | All Time,,,,2.0,,,Sertifikat Rumah # Leads | Sertifikat Rumah | Search | Web 1 | Cover Area | All Time
2022-11-07,BPKB Mobil,Leads | BPKB Mobil | Search | Web 1 | Nationwide | Experiment | General,,,,1.0,,,BPKB Mobil # Leads | BPKB Mobil | Search | Web 1 | Nationwide | Experiment | General
2022-11-07,Sertifikat Rumah,Leads | Sertifikat Rumah | Search | Web 1 | Cover Area | All Time,,,,2.0,,,Sertifikat Rumah # Leads | Sertifikat Rumah | Search | Web 1 | Cover Area | All Time
2022-11-08,BPKB Mobil,Leads | BPKB Mobil | Search | Web 1 | Nationwide | Experiment | General,,,,1.0,,,BPKB Mobil # Leads | BPKB Mobil | Search | Web 1 | Nationwide | Experiment | General
2022-11-08,Sertifikat Rumah,Leads | Sertifikat Rumah | Search | Web 1 | Cover Area | All Time,,,,3.0,,,Sertifikat Rumah # Leads | Sertifikat Rumah | Search | Web 1 | Cover Area | All Time
2022-11-09,BPKB Mobil,Leads | BPKB Mobil | Search | Web 1 | Nationwide | Experiment | General,,,,1.0,1.0,57000000.0,BPKB Mobil # Leads | BPKB Mobil | Search | Web 1 | Nationwide | Experiment | General
2022-11-09,BPKB Mobil,Leads | BPKB Mobil | Search | Web 1 | Nationwide | Targeting | General,,,,1.0,,,BPKB Mobil # Leads | BPKB Mobil | Search | Web 1 | Nationwide | Targeting | General
2022-11-09,BPKB Motor,Leads | BPKB Motor | Search | Web 1 | Nationwide | All Time,,,,1.0,,,BPKB Motor # Leads | BPKB Motor | Search | Web 1 | Nationwide | All Time
2022-11-10,BPKB Mobil,Leads | BPKB Mobil | Search | Web 1 | Nationwide | Experiment | General,,,,1.0,,,BPKB Mobil # Leads | BPKB Mobil | Search | Web 1 | Nationwide | Experiment | General
2022-11-10,BPKB Mobil,Leads | BPKB Mobil | Search | Web 1 | Nationwide | Targeting | General,,,,1.0,,,BPKB Mobil # Leads | BPKB Mobil | Search | Web 1 | Nationwide | Targeting | General
2022-11-10,BPKB Motor,Leads | BPKB Motor | Search | Web 1 | Nationwide | All Time,,,,1.0,,,BPKB Motor # Leads | BPKB Motor | Search | Web 1 | Nationwide | All Time
2022-11-10,Sertifikat Rumah,Leads | Sertifikat Rumah | Search | Web 1 | Cover Area | All Time,,,,1.0,,,Sertifikat Rumah # Leads | Sertifikat Rumah | Search | Web 1 | Cover Area | All Time
2022-11-11,BPKB Mobil,Leads | BPKB Mobil | Search | Web 1 | Nationwide | Experiment | General,,,,1.0,,,BPKB Mobil # Leads | BPKB Mobil | Search | Web 1 | Nationwide | Experiment | General
2022-11-11,BPKB Motor,Leads | BPKB Motor | Search | Web 1 | Nationwide | All Time,,,,1.0,,,BPKB Motor # Leads | BPKB Motor | Search | Web 1 | Nationwide | All Time
2022-11-12,BPKB Mobil,Leads | BPKB Mobil | Search | Web 1 | Nationwide | Experiment | General,,,,1.0,,,BPKB Mobil # Leads | BPKB Mobil | Search | Web 1 | Nationwide | Experiment | General
2022-11-12,Sertifikat Rumah,Leads | Sertifikat Rumah | Search | Web 1 | Cover Area | All Time,,,,1.0,,,Sertifikat Rumah # Leads | Sertifikat Rumah | Search | Web 1 | Cover Area | All Time
2022-11-14,Sertifikat Rumah,Leads | Sertifikat Rumah | Search | Web 1 | Cover Area | All Time,,,,1.0,,,Sertifikat Rumah # Leads | Sertifikat Rumah | Search | Web 1 | Cover Area | All Time
2022-11-15,BPKB Mobil,Leads | BPKB Mobil | Search | Web 1 | Nationwide | Targeting | General,,,,1.0,,,BPKB Mobil # Leads | BPKB Mobil | Search | Web 1 | Nationwide | Targeting | General
2022-11-15,BPKB Motor,Leads | BPKB Motor | Search | Web 1 | Jabodetabek New,,,,2.0,,,BPKB Motor # Leads | BPKB Motor | Search | Web 1 | Jabodetabek New
2022-11-15,Sertifikat Rumah,Leads | Sertifikat Rumah | Search | Web 1 | Cover Area | All Time,,,,2.0,,,Sertifikat Rumah # Leads | Sertifikat Rumah | Search | Web 1 | Cover Area | All Time
2022-11-16,BPKB Motor,Leads | BPKB Motor | Search | Web 1 | Nationwide | All Time,,,,2.0,1.0,12300000.0,BPKB Motor # Leads | BPKB Motor | Search | Web 1 | Nationwide | All Time
2022-11-16,Sertifikat Rumah,Leads | Sertifikat Rumah | Search | Web 1 | Cover Area | All Time,,,,1.0,,,Sertifikat Rumah # Leads | Sertifikat Rumah | Search | Web 1 | Cover Area | All Time
2022-11-17,BPKB Mobil,Leads | BPKB Mobil | Search | Web 1 | Nationwide | Targeting | General,,,,2.0,,,BPKB Mobil # Leads | BPKB Mobil | Search | Web 1 | Nationwide | Targeting | General
2022-11-17,BPKB Motor,Leads | BPKB Motor | Search | Web 1 | Jabodetabek New,,,,,1.0,9100000.0,BPKB Motor # Leads | BPKB Motor | Search | Web 1 | Jabodetabek New
2022-11-17,BPKB Motor,Leads | BPKB Motor | Search | Web 1 | Nationwide | All Time,,,,1.0,,,BPKB Motor # Leads | BPKB Motor | Search | Web 1 | Nationwide | All Time
2022-11-17,Sertifikat Rumah,Leads | Sertifikat Rumah | Search | Web 1 | Cover Area | All Time,,,,2.0,,,Sertifikat Rumah # Leads | Sertifikat Rumah | Search | Web 1 | Cover Area | All Time
2022-11-18,BPKB Mobil,Leads | BPKB Mobil | Search | Web 1 | Nationwide | Targeting | General,,,,1.0,,,BPKB Mobil # Leads | BPKB Mobil | Search | Web 1 | Nationwide | Targeting | General
2022-11-21,BPKB Motor,Leads | BPKB Motor | Search | Web 1 | Nationwide | All Time,,,,1.0,,,BPKB Motor # Leads | BPKB Motor | Search | Web 1 | Nationwide | All Time
2022-11-21,Sertifikat Rumah,Leads | Sertifikat Rumah | Search | Web 1 | Cover Area | All Time,,,,3.0,,,Sertifikat Rumah # Leads | Sertifikat Rumah | Search | Web 1 | Cover Area | All Time
2022-11-22,BPKB Mobil,Leads | BPKB Mobil | Search | Web 1 | Nationwide | Targeting | General,,,,1.0,,,BPKB Mobil # Leads | BPKB Mobil | Search | Web 1 | Nationwide | Targeting | General
2022-11-22,Sertifikat Rumah,Leads | Sertifikat Rumah | Search | Web 1 | Cover Area | All Time,,,,2.0,,,Sertifikat Rumah # Leads | Sertifikat Rumah | Search | Web 1 | Cover Area | All Time
2022-11-23,BPKB Mobil,Leads | BPKB Mobil | Search | Web 1 | Nationwide | Experiment | General,,,,1.0,,,BPKB Mobil # Leads | BPKB Mobil | Search | Web 1 | Nationwide | Experiment | General
2022-11-23,BPKB Motor,Leads | BPKB Motor | Search | Web 1 | Jabodetabek New,,,,1.0,,,BPKB Motor # Leads | BPKB Motor | Search | Web 1 | Jabodetabek New
2022-11-24,BPKB Mobil,Leads | BPKB Mobil | Search | Web 1 | Nationwide | Experiment | General,,,,1.0,,,BPKB Mobil # Leads | BPKB Mobil | Search | Web 1 | Nationwide | Experiment | General
2022-11-24,BPKB Mobil,Leads | BPKB Mobil | Search | Web 1 | Nationwide | Targeting | General,,,,1.0,,,BPKB Mobil # Leads | BPKB Mobil | Search | Web 1 | Nationwide | Targeting | General
2022-11-24,Sertifikat Rumah,Leads | Sertifikat Rumah | Search | Web 1 | Cover Area | All Time,,,,2.0,,,Sertifikat Rumah # Leads | Sertifikat Rumah | Search | Web 1 | Cover Area | All Time
2022-11-25,BPKB Mobil,Leads | BPKB Mobil | Search | Web 1 | Nationwide | Targeting | General,,,,3.0,,,BPKB Mobil # Leads | BPKB Mobil | Search | Web 1 | Nationwide | Targeting | General
2022-11-25,BPKB Motor,Leads | BPKB Motor | Search | Web 1 | Jabodetabek New,,,,1.0,,,BPKB Motor # Leads | BPKB Motor | Search | Web 1 | Jabodetabek New
2022-11-25,BPKB Motor,Leads | BPKB Motor | Search | Web 1 | Nationwide | All Time,,,,2.0,,,BPKB Motor # Leads | BPKB Motor | Search | Web 1 | Nationwide | All Time
2022-11-25,Sertifikat Rumah,Leads | Sertifikat Rumah | Search | Web 1 | Cover Area | All Time,,,,1.0,,,Sertifikat Rumah # Leads | Sertifikat Rumah | Search | Web 1 | Cover Area | All Time
2022-11-26,BPKB Mobil,Leads | BPKB Mobil | Search | Web 1 | Nationwide | Targeting | General,,,,1.0,1.0,85000000.0,BPKB Mobil # Leads | BPKB Mobil | Search | Web 1 | Nationwide | Targeting | General
2022-11-26,Sertifikat Rumah,Leads | Sertifikat Rumah | Search | Web 1 | Cover Area | All Time,,,,1.0,,,Sertifikat Rumah # Leads | Sertifikat Rumah | Search | Web 1 | Cover Area | All Time
2022-11-28,BPKB Mobil,Leads | BPKB Mobil | Search | Web 1 | Nationwide | Experiment | General,,,,1.0,,,BPKB Mobil # Leads | BPKB Mobil | Search | Web 1 | Nationwide | Experiment | General
2022-11-28,BPKB Mobil,Leads | BPKB Mobil | Search | Web 1 | Nationwide | Targeting | General,,,,1.0,,,BPKB Mobil # Leads | BPKB Mobil | Search | Web 1 | Nationwide | Targeting | General
2022-11-28,Sertifikat Rumah,Leads | Sertifikat Rumah | Search | Web 1 | Cover Area | All Time,,,,1.0,,,Sertifikat Rumah # Leads | Sertifikat Rumah | Search | Web 1 | Cover Area | All Time
2022-11-29,BPKB Mobil,Leads | BPKB Mobil | Search | Web 1 | Nationwide | Experiment | General,,,,1.0,,,BPKB Mobil # Leads | BPKB Mobil | Search | Web 1 | Nationwide | Experiment | General
2022-11-29,BPKB Motor,Leads | BPKB Motor | Search | Web 1 | Jabodetabek New,,,,1.0,,,BPKB Motor # Leads | BPKB Motor | Search | Web 1 | Jabodetabek New
2022-11-29,Sertifikat Rumah,Leads | Sertifikat Rumah | Search | Web 1 | Cover Area | All Time,,,,2.0,1.0,94503000.0,Sertifikat Rumah # Leads | Sertifikat Rumah | Search | Web 1 | Cover Area | All Time
2022-11-30,BPKB Mobil,Leads | BPKB Mobil | Search | Web 1 | Nationwide | Targeting | General,,,,1.0,,,BPKB Mobil # Leads | BPKB Mobil | Search | Web 1 | Nationwide | Targeting | General
2022-11-30,Sertifikat Rumah,Leads | Sertifikat Rumah | Search | Web 1 | Cover Area | All Time,,,,3.0,,,Sertifikat Rumah # Leads | Sertifikat Rumah | Search | Web 1 | Cover Area | All Time
2022-12-01,BPKB Mobil,Leads | BPKB Mobil | Search | Web 1 | Nationwide | Targeting | General,,,,1.0,,,BPKB Mobil # Leads | BPKB Mobil | Search | Web 1 | Nationwide | Targeting | General
2022-12-01,BPKB Motor,Leads | BPKB Motor | Search | Web 1 | Jabodetabek New,,,,2.0,,,BPKB Motor # Leads | BPKB Motor | Search | Web 1 | Jabodetabek New
2022-12-02,BPKB Motor,Leads | BPKB Motor | Search | Web 1 | Jabodetabek New,,,,1.0,,,BPKB Motor # Leads | BPKB Motor | Search | Web 1 | Jabodetabek New
2022-12-02,Sertifikat Rumah,Leads | Sertifikat Rumah | Search | Web 1 | Cover Area | All Time,,,,2.0,,,Sertifikat Rumah # Leads | Sertifikat Rumah | Search | Web 1 | Cover Area | All Time
2022-12-03,Sertifikat Rumah,Leads | Sertifikat Rumah | Search | Web 1 | Cover Area | All Time,,,,3.0,,,Sertifikat Rumah # Leads | Sertifikat Rumah | Search | Web 1 | Cover Area | All Time
2022-12-05,BPKB Mobil,Leads | BPKB Mobil | Search | Web 1 | Nationwide | Targeting | General,,,,1.0,,,BPKB Mobil # Leads | BPKB Mobil | Search | Web 1 | Nationwide | Targeting | General
2022-12-05,BPKB Motor,Leads | BPKB Motor | Search | Web 1 | Jabodetabek New,,,,,1.0,6800000.0,BPKB Motor # Leads | BPKB Motor | Search | Web 1 | Jabodetabek New
2022-12-05,Sertifikat Rumah,Leads | Sertifikat Rumah | Search | Web 1 | Cover Area | All Time,,,,2.0,,,Sertifikat Rumah # Leads | Sertifikat Rumah | Search | Web 1 | Cover Area | All Time
2022-12-06,BPKB Mobil,Leads | BPKB Mobil | Search | Web 1 | Nationwide | Experiment | General,,,,1.0,,,BPKB Mobil # Leads | BPKB Mobil | Search | Web 1 | Nationwide | Experiment | General
2022-12-06,BPKB Mobil,Leads | BPKB Mobil | Search | Web 1 | Nationwide | Targeting | General,,,,2.0,,,BPKB Mobil # Leads | BPKB Mobil | Search | Web 1 | Nationwide | Targeting | General
2022-12-07,BPKB Motor,Leads | BPKB Motor | Search | Web 1 | Jabodetabek New,,,,1.0,,,BPKB Motor # Leads | BPKB Motor | Search | Web 1 | Jabodetabek New
2022-12-07,Sertifikat Rumah,Leads | Sertifikat Rumah | Search | Web 1 | Cover Area | All Time,,,,1.0,,,Sertifikat Rumah # Leads | Sertifikat Rumah | Search | Web 1 | Cover Area | All Time
2022-12-08,BPKB Mobil,Leads | BPKB Mobil | Search | Web 1 | Nationwide | Experiment | General,,,,1.0,,,BPKB Mobil # Leads | BPKB Mobil | Search | Web 1 | Nationwide | Experiment | General
2022-12-08,BPKB Mobil,Leads | BPKB Mobil | Search | Web 1 | Nationwide | Targeting | General,,,,1.0,,,BPKB Mobil # Leads | BPKB Mobil | Search | Web 1 | Nationwide | Targeting | General
2022-12-08,Sertifikat Rumah,Leads | Sertifikat Rumah | Search | Web 1 | Cover Area | All Time,,,,2.0,,,Sertifikat Rumah # Leads | Sertifikat Rumah | Search | Web 1 | Cover Area | All Time
2022-12-09,BPKB Mobil,Leads | BPKB Mobil | Search | Web 1 | Nationwide | Experiment | General,,,,1.0,,,BPKB Mobil # Leads | BPKB Mobil | Search | Web 1 | Nationwide | Experiment | General
2022-12-09,BPKB Motor,Leads | BPKB Motor | Search | Web 1 | Nationwide | All Time,,,,2.0,,,BPKB Motor # Leads | BPKB Motor | Search | Web 1 | Nationwide | All Time
2022-12-09,Sertifikat Rumah,Leads | Sertifikat Rumah | Search | Web 1 | Cover Area | All Time,,,,2.0,,,Sertifikat Rumah # Leads | Sertifikat Rumah | Search | Web 1 | Cover Area | All Time
2022-12-12,BPKB Mobil,Leads | BPKB Mobil | Search | Web 1 | Nationwide | Targeting | General,,,,1.0,,,BPKB Mobil # Leads | BPKB Mobil | Search | Web 1 | Nationwide | Targeting | General
2022-12-12,Sertifikat Rumah,Leads | Sertifikat Rumah | Search | Web 1 | Cover Area | All Time,,,,2.0,,,Sertifikat Rumah # Leads | Sertifikat Rumah | Search | Web 1 | Cover Area | All Time
2022-12-13,BPKB Mobil,Leads | BPKB Mobil | Search | Web 1 | Nationwide | Experiment | General,,,,3.0,,,BPKB Mobil # Leads | BPKB Mobil | Search | Web 1 | Nationwide | Experiment | General
2022-12-13,BPKB Mobil,Leads | BPKB Mobil | Search | Web 1 | Nationwide | Targeting | General,,,,1.0,1.0,30000000.0,BPKB Mobil # Leads | BPKB Mobil | Search | Web 1 | Nationwide | Targeting | General
2022-12-13,BPKB Motor,Leads | BPKB Motor | Search | Web 1 | Nationwide | All Time,,,,2.0,,,BPKB Motor # Leads | BPKB Motor | Search | Web 1 | Nationwide | All Time
2022-12-13,Sertifikat Rumah,Leads | Sertifikat Rumah | Search | Web 1 | Cover Area | All Time,,,,2.0,,,Sertifikat Rumah # Leads | Sertifikat Rumah | Search | Web 1 | Cover Area | All Time
2022-12-15,BPKB Mobil,Leads | BPKB Mobil | Search | Web 1 | Nationwide | Experiment | General,,,,2.0,,,BPKB Mobil # Leads | BPKB Mobil | Search | Web 1 | Nationwide | Experiment | General
2022-12-15,BPKB Mobil,Leads | BPKB Mobil | Search | Web 1 | Nationwide | Targeting | General,,,,2.0,,,BPKB Mobil # Leads | BPKB Mobil | Search | Web 1 | Nationwide | Targeting | General
2022-12-15,BPKB Motor,Leads | BPKB Motor | Search | Web 1 | Jabodetabek New,,,,1.0,,,BPKB Motor # Leads | BPKB Motor | Search | Web 1 | Jabodetabek New
2022-12-15,Sertifikat Rumah,Leads | Sertifikat Rumah | Search | Web 1 | Cover Area | All Time,,,,1.0,,,Sertifikat Rumah # Leads | Sertifikat Rumah | Search | Web 1 | Cover Area | All Time
2022-12-16,BPKB Mobil,Leads | BPKB Mobil | Search | Web 1 | Nationwide | Targeting | General,,,,1.0,,,BPKB Mobil # Leads | BPKB Mobil | Search | Web 1 | Nationwide | Targeting | General
2022-12-16,Sertifikat Rumah,Leads | Sertifikat Rumah | Search | Web 1 | Cover Area | All Time,,,,2.0,,,Sertifikat Rumah # Leads | Sertifikat Rumah | Search | Web 1 | Cover Area | All Time
2022-12-17,Sertifikat Rumah,Leads | Sertifikat Rumah | Search | Web 1 | Cover Area | All Time,,,,1.0,,,Sertifikat Rumah # Leads | Sertifikat Rumah | Search | Web 1 | Cover Area | All Time
2022-12-19,BPKB Mobil,Leads | BPKB Mobil | Search | Web 1 | Nationwide | Targeting | General,,,,2.0,,,BPKB Mobil # Leads | BPKB Mobil | Search | Web 1 | Nationwide | Targeting | General
2022-12-19,BPKB Motor,Leads | BPKB Motor | Search | Web 1 | Jabodetabek New,,,,1.0,,,BPKB Motor # Leads | BPKB Motor | Search | Web 1 | Jabodetabek New
2022-12-19,Sertifikat Rumah,Leads | Sertifikat Rumah | Search | Web 1 | Cover Area | All Time,,,,4.0,,,Sertifikat Rumah # Leads | Sertifikat Rumah | Search | Web 1 | Cover Area | All Time
2022-12-20,Sertifikat Rumah,Leads | Sertifikat Rumah | Search | Web 1 | Cover Area | All Time,,,,2.0,,,Sertifikat Rumah # Leads | Sertifikat Rumah | Search | Web 1 | Cover Area | All Time
2022-12-21,BPKB Mobil,Leads | BPKB Mobil | Search | Web 1 | Nationwide | Targeting | General,,,,1.0,,,BPKB Mobil # Leads | BPKB Mobil | Search | Web 1 | Nationwide | Targeting | General
2022-12-21,BPKB Motor,Leads | BPKB Motor | Search | Web 1 | Jabodetabek New,,,,1.0,,,BPKB Motor # Leads | BPKB Motor | Search | Web 1 | Jabodetabek New
2022-12-22,BPKB Mobil,Leads | BPKB Mobil | Search | Web 1 | Nationwide | Targeting | General,,,,2.0,,,BPKB Mobil # Leads | BPKB Mobil | Search | Web 1 | Nationwide | Targeting | General
2022-12-22,Sertifikat Rumah,Leads | Sertifikat Rumah | Search | Web 1 | Cover Area | All Time,,,,2.0,,,Sertifikat Rumah # Leads | Sertifikat Rumah | Search | Web 1 | Cover Area | All Time
2022-12-23,BPKB Mobil,Leads | BPKB Mobil | Search | Web 1 | Nationwide | Targeting | General,,,,1.0,,,BPKB Mobil # Leads | BPKB Mobil | Search | Web 1 | Nationwide | Targeting | General
2022-12-23,Sertifikat Rumah,Leads | Sertifikat Rumah | Search | Web 1 | Cover Area | All Time,,,,3.0,,,Sertifikat Rumah # Leads | Sertifikat Rumah | Search | Web 1 | Cover Area | All Time
2022-12-26,BPKB Mobil,Leads | BPKB Mobil | Search | Web 1 | Nationwide | Targeting | General,,,,1.0,,,BPKB Mobil # Leads | BPKB Mobil | Search | Web 1 | Nationwide | Targeting | General
2022-12-26,Sertifikat Rumah,Leads | Sertifikat Rumah | Search | Web 1 | Cover Area | All Time,,,,3.0,,,Sertifikat Rumah # Leads | Sertifikat Rumah | Search | Web 1 | Cover Area | All Time
2022-12-27,BPKB Mobil,Leads | BPKB Mobil | Search | Web 1 | Nationwide | Targeting | General,,,,3.0,,,BPKB Mobil # Leads | BPKB Mobil | Search | Web 1 | Nationwide | Targeting | General
2022-12-27,BPKB Motor,Leads | BPKB Motor | Search | Web 1 | Jabodetabek New,,,,1.0,,,BPKB Motor # Leads | BPKB Motor | Search | Web 1 | Jabodetabek New
2022-12-27,BPKB Motor,Leads | BPKB Motor | Search | Web 1 | Nationwide | All Time,,,,1.0,,,BPKB Motor # Leads | BPKB Motor | Search | Web 1 | Nationwide | All Time
2022-12-27,Sertifikat Rumah,Leads | Sertifikat Rumah | Search | Web 1 | Cover Area | All Time,,,,3.0,,,Sertifikat Rumah # Leads | Sertifikat Rumah | Search | Web 1 | Cover Area | All Time
2022-12-28,BPKB Mobil,Leads | BPKB Mobil | Search | Web 1 | Nationwide | Targeting | General,,,,1.0,,,BPKB Mobil # Leads | BPKB Mobil | Search | Web 1 | Nationwide | Targeting | General
2022-12-28,BPKB Motor,Leads | BPKB Motor | Search | Web 1 | Nationwide | All Time,,,,1.0,,,BPKB Motor # Leads | BPKB Motor | Search | Web 1 | Nationwide | All Time
2022-12-28,Sertifikat Rumah,Leads | Sertifikat Rumah | Search | Web 1 | Cover Area | All Time,,,,1.0,,,Sertifikat Rumah # Leads | Sertifikat Rumah | Search | Web 1 | Cover Area | All Time
2022-12-29,BPKB Mobil,Leads | BPKB Mobil | Search | Web 1 | Nationwide | Targeting | General,,,,1.0,1.0,80000000.0,BPKB Mobil # Leads | BPKB Mobil | Search | Web 1 | Nationwide | Targeting | General
2022-12-29,BPKB Motor,Leads | BPKB Motor | Search | Web 1 | Jabodetabek New,,,,2.0,,,BPKB Motor # Leads | BPKB Motor | Search | Web 1 | Jabodetabek New
2022-12-29,Sertifikat Rumah,Leads | Sertifikat Rumah | Search | Web 1 | Cover Area | All Time,,,,3.0,,,Sertifikat Rumah # Leads | Sertifikat Rumah | Search | Web 1 | Cover Area | All Time
2022-12-30,BPKB Motor,Leads | BPKB Motor | Search | Web 1 | Jabodetabek New,,,,,1.0,6300000.0,BPKB Motor # Leads | BPKB Motor | Search | Web 1 | Jabodetabek New
2022-12-30,Sertifikat Rumah,Leads | Sertifikat Rumah | Search | Web 1 | Cover Area | All Time,,,,1.0,,,Sertifikat Rumah # Leads | Sertifikat Rumah | Search | Web 1 | Cover Area | All Time
2023-01-02,BPKB Mobil,Leads | BPKB Mobil | Search | Web 1 | Nationwide | Targeting | General,,,,1.0,,,BPKB Mobil # Leads | BPKB Mobil | Search | Web 1 | Nationwide | Targeting | General
2023-01-02,Sertifikat Rumah,Leads | Sertifikat Rumah | Search | Web 1 | Cover Area | All Time,,,,2.0,,,Sertifikat Rumah # Leads | Sertifikat Rumah | Search | Web 1 | Cover Area | All Time
2023-01-03,BPKB Motor,Leads | BPKB Motor | Search | Web 1 | Nationwide | All Time,,,,1.0,,,BPKB Motor # Leads | BPKB Motor | Search | Web 1 | Nationwide | All Time
2023-01-03,Sertifikat Rumah,Leads | Sertifikat Rumah | Search | Web 1 | Cover Area | All Time,,,,1.0,,,Sertifikat Rumah # Leads | Sertifikat Rumah | Search | Web 1 | Cover Area | All Time
2023-01-04,BPKB Mobil,Leads | BPKB Mobil | Search | Web 1 | Nationwide | Experiment | General,,,,1.0,,,BPKB Mobil # Leads | BPKB Mobil | Search | Web 1 | Nationwide | Experiment | General
2023-01-04,BPKB Motor,Leads | BPKB Motor | Search | Web 1 | Jabodetabek New,,,,1.0,,,BPKB Motor # Leads | BPKB Motor | Search | Web 1 | Jabodetabek New
2023-01-04,BPKB Motor,Leads | BPKB Motor | Search | Web 1 | Nationwide | All Time,,,,1.0,,,BPKB Motor # Leads | BPKB Motor | Search | Web 1 | Nationwide | All Time
2023-01-04,Sertifikat Rumah,Leads | Sertifikat Rumah | Search | Web 1 | Cover Area | All Time,,,,3.0,,,Sertifikat Rumah # Leads | Sertifikat Rumah | Search | Web 1 | Cover Area | All Time
