created_date,product,campaign,clicks,cost,leads,prospect,funding,NTF
2022-12-30,BPKB Mobil,Leads | BPKB Mobil | Discovery | Web 1 | Nationwide | All Time,,,,1.0,,
2022-12-30,BPKB Motor,Leads | All Product | Search | Web 1 | Nationwide | Competitor,,,,1.0,,
2022-12-30,BPKB Motor,Leads | BPKB Motor | Search | Web 1 | Jabodetabek New,,,,,1.0,6300000.0
2022-12-30,Sertifikat Rumah,Leads | All Product | Search | Web 1 | Nationwide | Competitor,,,,1.0,,
2022-12-30,Sertifikat Rumah,Leads | Sertifikat Rumah | Search | Web 1 | Cover Area | All Time,,,,1.0,,
2022-12-31,Sertifikat Rumah,Leads | BPKB Motor | Search | Web 1 | Jabodetabek New,,,,1.0,,
2022-12-31,Sertifikat Rumah,Leads | Seritifikat Rumah | Discovery | Web 1 | Cover Area | All Time,,,,3.0,,
2023-01-02,BPKB Mobil,Leads | All Product | Search | Web 1 | Nationwide | Competitor,,,,1.0,,
2023-01-02,BPKB Mobil,Leads | BPKB Mobil | Search | Web 1 | Nationwide | Targeting | General,,,,1.0,,
2023-01-02,Sertifikat Rumah,Awareness | Rumah | Search | Web 1 | Cover Area | All Time,,,,1.0,,
2023-01-02,Sertifikat Rumah,Leads | Seritifikat Rumah | Discovery | Web 1 | Cover Area | All Time,,,,1.0,,
2023-01-02,Sertifikat Rumah,Leads | Seritifikat Rumah | PMax | Web 1 | Cover Area | All Time,,,,2.0,,
2023-01-02,Sertifikat Rumah,Leads | Sertifikat Rumah | Search | Web 1 | Cover Area | All Time,,,,2.0,,
2023-01-03,BPKB Mobil,Leads | All Product | Search | Web 1 | Nationwide | Competitor,,,,1.0,,
2023-01-03,BPKB Motor,Leads | BPKB Motor | Search | Web 1 | Nationwide | All Time,,,,1.0,,
2023-01-03,Sertifikat Rumah,Awareness | Rumah | Search | Web 1 | Cover Area | All Time,,,,1.0,,
2023-01-03,Sertifikat Rumah,Leads | BPKB Mobil | Search | Web 1 | Nationwide | Targeting | General,,,,1.0,,
2023-01-03,Sertifikat Rumah,Leads | Seritifikat Rumah | PMax | Web 1 | Cover Area | All Time,,,,4.0,,
2023-01-03,Sertifikat Rumah,Leads | Sertifikat Rumah | Search | Web 1 | Cover Area | All Time,,,,1.0,,
2023-01-04,BPKB Mobil,Leads | BPKB Mobil | Search | Web 1 | Jawa Sumatera | All Time,,,,1.0,,
2023-01-04,BPKB Mobil,Leads | BPKB Mobil | Search | Web 1 | Nationwide | Experiment | General,,,,1.0,,
2023-01-04,BPKB Mobil,Leads | BPKB Mobil | Smart Display | Web 1 | Nationwide | All Time,,,,2.0,,
2023-01-04,BPKB Motor,Leads | All Product | Search | Web 1 | Nationwide | Competitor,,,,1.0,,
2023-01-04,BPKB Motor,Leads | BPKB Motor | Discovery | Web 1 | Nationwide,,,,1.0,,
2023-01-04,BPKB Motor,Leads | BPKB Motor | Search | Web 1 | Jabodetabek New,,,,1.0,,
2023-01-04,BPKB Motor,Leads | BPKB Motor | Search | Web 1 | Nationwide | All Time,,,,1.0,,
2023-01-04,Sertifikat Rumah,Awareness | Rumah | Search | Web 1 | Cover Area | All Time,,,,1.0,,
2023-01-04,Sertifikat Rumah,Leads | Seritifikat Rumah | Discovery | Web 1 | Cover Area | All Time,,,,1.0,,
2023-01-04,Sertifikat Rumah,Leads | Seritifikat Rumah | PMax | Web 1 | Cover Area | All Time,,,,3.0,,
2023-01-04,Sertifikat Rumah,Leads | Sertifikat Rumah | Search | Web 1 | Cover Area | All Time,,,,3.0,,
2023-01-05,BPKB Mobil,Leads | BPKB Mobil | Discovery | Web 1 | Nationwide | All Time,,,,1.0,,
2023-01-05,BPKB Mobil,Leads | BPKB Mobil | Search | Web 1 | Nationwide | Targeting | General,,,,1.0,,
2023-01-05,BPKB Mobil,Leads | BPKB Mobil | Smart Display | Web 1 | Nationwide | All Time,,,,2.0,,
2023-01-05,BPKB Motor,Leads | BPKB Mobil | Search | Web 1 | Nationwide | Targeting | General,,,,1.0,,
2023-01-05,Sertifikat Rumah,Leads | BPKB Mobil | Search | Web 1 | Nationwide | Targeting | General,,,,2.0,,
2023-01-05,Sertifikat Rumah,Leads | Seritifikat Rumah | Discovery | Web 1 | Cover Area | All Time,,,,2.0,,
2023-01-05,Sertifikat Rumah,Leads | Seritifikat Rumah | PMax | Web 1 | Cover Area | All Time,,,,1.0,,
2023-01-05,Sertifikat Rumah,Leads | Sertifikat Rumah | Search | Web 1 | Cover Area | All Time,,,,2.0,,
2023-01-06,BPKB Mobil,Awareness Reach | BPKB Mobil | Display Remarketing | Web 1 | Nationwide,,,,1.0,,
2023-01-06,BPKB Mobil,Leads | BPKB Mobil | Discovery | Web 1 | Nationwide | All Time,,,,3.0,,
2023-01-06,BPKB Mobil,Leads | BPKB Mobil | Search | Web 1 | Nationwide | Targeting | General,,,,3.0,,
2023-01-06,BPKB Motor,Leads | BPKB Mobil | Search | Web 1 | Nationwide | Targeting | General,,,,1.0,,
2023-01-06,BPKB Motor,Leads | BPKB Motor | Search | Web 1 | Jabodetabek New,,,,1.0,,
2023-01-06,Sertifikat Rumah,Awareness | Rumah | Search | Web 1 | Cover Area | All Time,,,,2.0,,
2023-01-06,Sertifikat Rumah,Leads | All Product | Search | Web 1 | Nationwide | Competitor,,,,1.0,,
2023-01-06,Sertifikat Rumah,Leads | Seritifikat Rumah | Discovery | Web 1 | Cover Area | All Time,,,,1.0,,
2023-01-06,Sertifikat Rumah,Leads | Seritifikat Rumah | PMax | Web 1 | Cover Area | All Time,,,,4.0,,
2023-01-06,Sertifikat Rumah,Leads | Sertifikat Rumah | Search | Web 1 | Cover Area | All Time,,,,1.0,,
2023-01-07,BPKB Mobil,Awareness Reach | BPKB Mobil | Display Remarketing | Web 1 | Nationwide,,,,2.0,,
2023-01-07,BPKB Mobil,Leads | BPKB Mobil | Smart Display | Web 1 | Nationwide | All Time,,,,2.0,,
2023-01-07,Sertifikat Rumah,Leads | Sertifikat Rumah | Search | Web 1 | Cover Area | All Time,,,,1.0,,
2023-01-09,BPKB Mobil,Awareness Reach | BPKB Mobil | Display Remarketing | Web 1 | Nationwide,,,,1.0,,
2023-01-09,BPKB Mobil,Leads | BPKB Mobil | Discovery | Web 1 | Nationwide | All Time,,,,2.0,,
2023-01-09,BPKB Mobil,Leads | BPKB Mobil | Search | Web 1 | Nationwide | Targeting | General,,,,2.0,,
2023-01-09,BPKB Motor,Leads | All Product | Search | Web 1 | Nationwide | Competitor,,,,1.0,,
2023-01-09,BPKB Motor,Leads | BPKB Motor | Search | Web 1 | Jabodetabek New,,,,,1.0,10000000.0
2023-01-09,BPKB Motor,Leads | Seritifikat Rumah | Discovery | Web 1 | Cover Area | All Time,,,,1.0,,
2023-01-09,Sertifikat Rumah,Awareness | Rumah | Search | Web 1 | Cover Area | All Time,,,,1.0,,
2023-01-09,Sertifikat Rumah,Leads | All Product | Search | Web 1 | Nationwide | Competitor,,,,1.0,,
2023-01-09,Sertifikat Rumah,Leads | BPKB Mobil | Search | Web 1 | Nationwide | Targeting | General,,,,1.0,,
2023-01-09,Sertifikat Rumah,Leads | Seritifikat Rumah | Discovery | Web 1 | Cover Area | All Time,,,,2.0,,
2023-01-09,Sertifikat Rumah,Leads | Seritifikat Rumah | PMax | Web 1 | Cover Area | All Time,,,,2.0,,
2023-01-09,Sertifikat Rumah,Leads | Sertifikat Rumah | Search | Web 1 | Cover Area | All Time,,,,1.0,,
2023-01-10,BPKB Mobil,Awareness Reach | BPKB Mobil | Display Remarketing | Web 1 | Nationwide,,,,1.0,,
2023-01-10,BPKB Mobil,Leads | BPKB Mobil | Discovery | Web 1 | Nationwide | All Time,,,,1.0,,
2023-01-10,BPKB Mobil,Leads | BPKB Mobil | Search | Web 1 | Jawa Sumatera | All Time,,,,1.0,,
2023-01-10,BPKB Mobil,Leads | BPKB Mobil | Search | Web 1 | Nationwide | Experiment | General,,,,2.0,,
2023-01-10,BPKB Mobil,Leads | BPKB Mobil | Search | Web 1 | Nationwide | Targeting | General,,,,2.0,1.0,120000000.0
2023-01-10,BPKB Mobil,Leads | BPKB Mobil | Smart Display | Web 1 | Nationwide | All Time,,,,2.0,,
2023-01-10,BPKB Mobil,Leads | BPKB Motor | Search | Web 1 | Clean | Nationwide | All Time,,,,1.0,,
2023-01-10,Sertifikat Rumah,Awareness | Rumah | Search | Web 1 | Cover Area | All Time,,,,3.0,,
2023-01-10,Sertifikat Rumah,Leads | Seritifikat Rumah | Discovery | Web 1 | Cover Area | All Time,,,,2.0,,
2023-01-10,Sertifikat Rumah,Leads | Seritifikat Rumah | PMax | Web 1 | Cover Area | All Time,,,,1.0,,
2023-01-10,Sertifikat Rumah,Leads | Sertifikat Rumah | Search | Web 1 | Cover Area | All Time,,,,1.0,,
2023-01-11,BPKB Mobil,Leads | BPKB Mobil | Discovery | Web 1 | Nationwide | All Time,,,,2.0,,
2023-01-11,BPKB Mobil,Leads | BPKB Mobil | Search | Web 1 | Nationwide | Experiment | General,,,,1.0,,
2023-01-11,BPKB Motor,Leads | All Product | Search | Web 1 | Nationwide | Competitor,,,,,1.0,11000000.0
2023-01-11,BPKB Motor,Leads | BPKB Motor | Search | Web 1 | Clean | Nationwide | All Time,,,,1.0,,
2023-01-11,BPKB Motor,Leads | Seritifikat Rumah | Discovery | Web 1 | Cover Area | All Time,,,,,1.0,6700000.0
2023-01-11,Sertifikat Rumah,Awareness | Rumah | Search | Web 1 | Cover Area | All Time,,,,3.0,,
2023-01-11,Sertifikat Rumah,Leads | Seritifikat Rumah | PMax | Web 1 | Cover Area | All Time,,,,2.0,,
2023-01-11,Sertifikat Rumah,Leads | Sertifikat Rumah | Search | Web 1 | Cover Area | All Time,,,,1.0,,
2023-01-12,BPKB Mobil,Awareness Reach | BPKB Mobil | Display Remarketing | Web 1 | Nationwide,,,,2.0,,
2023-01-12,BPKB Mobil,Leads | BPKB Mobil | Discovery | Web 1 | Nationwide | All Time,,,,1.0,,
2023-01-12,BPKB Mobil,Leads | BPKB Mobil | Search | Web 1 | Nationwide | Experiment | General,,,,1.0,,
2023-01-12,BPKB Mobil,Leads | BPKB Mobil | Search | Web 1 | Nationwide | Targeting | General,,,,2.0,,
2023-01-12,BPKB Motor,Leads | BPKB Mobil | Search | Web 1 | BFI Audience | Nationwide | All Time,,,,1.0,,
2023-01-12,BPKB Motor,Leads | BPKB Motor | Search | Web 1 | Jabodetabek New,,,,1.0,,
2023-01-12,BPKB Motor,Leads | BPKB Motor | Search | Web 1 | Nationwide | All Time,,,,1.0,,
2023-01-12,Sertifikat Rumah,Awareness | Rumah | Search | Web 1 | Cover Area | All Time,,,,3.0,,
2023-01-12,Sertifikat Rumah,Leads | BPKB Mobil | Search | Web 1 | Nationwide | Experiment | General,,,,1.0,,
2023-01-12,Sertifikat Rumah,Leads | Seritifikat Rumah | PMax | Web 1 | Cover Area | All Time,,,,3.0,,
2023-01-12,Sertifikat Rumah,Leads | Sertifikat Rumah | Search | Web 1 | Cover Area | All Time,,,,2.0,,
2023-01-13,BPKB Mobil,Leads | BPKB Mobil | Discovery | Web 1 | Nationwide | All Time,,,,2.0,,
2023-01-13,BPKB Mobil,Leads | BPKB Mobil | Search | Web 1 | Nationwide | Targeting | General,,,,1.0,,
2023-01-13,BPKB Mobil,Leads | BPKB Mobil | Smart Display | Web 1 | Nationwide | All Time,,,,1.0,,
2023-01-13,BPKB Motor,Leads | BPKB Mobil | Discovery | Web 1 | Nationwide | All Time,,,,1.0,,
2023-01-13,BPKB Motor,Leads | BPKB Motor | Search | Web 1 | Jabodetabek New,,,,,1.0,19000000.0
2023-01-13,BPKB Motor,Leads | BPKB Motor | Search | Web 1 | Nationwide | All Time,,,,1.0,,
2023-01-13,Sertifikat Rumah,Leads | Seritifikat Rumah | Discovery | Web 1 | Cover Area | All Time,,,,1.0,,
2023-01-13,Sertifikat Rumah,Leads | Seritifikat Rumah | PMax | Web 1 | Cover Area | All Time,,,,1.0,,
2023-01-13,Sertifikat Rumah,Leads | Sertifikat Rumah | Search | Web 1 | Cover Area | All Time,,,,1.0,,
2023-01-14,BPKB Mobil,Leads | BPKB Mobil | Discovery | Web 1 | Nationwide | All Time,,,,1.0,,
2023-01-14,BPKB Mobil,Leads | BPKB Mobil | Search | Web 1 | Nationwide | Experiment | General,,,,1.0,,
2023-01-14,BPKB Mobil,Leads | BPKB Mobil | Search | Web 1 | Nationwide | Targeting | General,,,,1.0,,
2023-01-14,BPKB Mobil,Leads | BPKB Mobil | Smart Display | Web 1 | Nationwide | All Time,,,,1.0,,
2023-01-14,BPKB Motor,Leads | BPKB Mobil | Search | Web 1 | BFI Audience | Nationwide | All Time,,,,,1.0,15000000.0
2023-01-14,Sertifikat Rumah,Leads | Seritifikat Rumah | PMax | Web 1 | Cover Area | All Time,,,,2.0,,
2023-01-16,BPKB Mobil,Awareness Reach | BPKB Mobil | Display Remarketing | Web 1 | Nationwide,,,,1.0,,
2023-01-16,BPKB Mobil,Leads | All Product | Search | Web 1 | Nationwide | Competitor,,,,4.0,,
2023-01-16,BPKB Mobil,Leads | BPKB Mobil | Search | Web 1 | Nationwide | Experiment | General,,,,4.0,,
2023-01-16,BPKB Mobil,Leads | BPKB Mobil | Search | Web 1 | Nationwide | Targeting | General,,,,2.0,1.0,45000000.0
2023-01-16,BPKB Motor,Leads | BPKB Mobil | Search | Web 1 | Nationwide | Experiment | General,,,,1.0,,
2023-01-16,BPKB Motor,Leads | BPKB Motor | Discovery | Web 1 | Nationwide,,,,2.0,,
2023-01-16,BPKB Motor,Leads | BPKB Motor | Search | Web 1 | Nationwide | All Time,,,,1.0,,
2023-01-16,BPKB Motor,Leads | Seritifikat Rumah | PMax | Web 1 | Cover Area | All Time,,,,1.0,,
2023-01-16,Sertifikat Rumah,Awareness | Rumah | Search | Web 1 | Cover Area | All Time,,,,1.0,,
2023-01-16,Sertifikat Rumah,Leads | All Product | Search | Web 1 | Nationwide | Competitor,,,,2.0,,
2023-01-16,Sertifikat Rumah,Leads | BPKB Mobil | Search | Web 1 | Nationwide | Targeting | General,,,,1.0,,
2023-01-16,Sertifikat Rumah,Leads | Sertifikat Rumah | Search | Web 1 | Cover Area | All Time,,,,1.0,,
2023-01-17,BPKB Mobil,Leads | BPKB Mobil | Search | Web 1 | Nationwide | Experiment | General,,,,3.0,,
2023-01-17,BPKB Mobil,Leads | BPKB Mobil | Search | Web 1 | Nationwide | Targeting | General,,,,3.0,,
2023-01-17,BPKB Mobil,Leads | BPKB Mobil | Smart Display | Web 1 | Nationwide | All Time,,,,1.0,,
2023-01-17,BPKB Motor,Leads | BPKB Motor | Search | Web 1 | Jabodetabek New,,,,1.0,,
2023-01-17,Sertifikat Rumah,Awareness | Rumah | Search | Web 1 | Cover Area | All Time,,,,3.0,,
2023-01-18,BPKB Mobil,Leads | BPKB Mobil | Search | Web 1 | BFI Audience | Nationwide | All Time,,,,2.0,,
2023-01-18,BPKB Mobil,Leads | BPKB Mobil | Search | Web 1 | Nationwide | Experiment | General,,,,3.0,,
2023-01-18,BPKB Mobil,Leads | BPKB Mobil | Search | Web 1 | Nationwide | Targeting | General,,,,1.0,,
2023-01-18,BPKB Motor,Leads | BPKB Motor | Search | Web 1 | Jabodetabek New,,,,,1.0,17000000.0
2023-01-18,BPKB Motor,Leads | BPKB Motor | Search | Web 1 | Nationwide | All Time,,,,1.0,,
2023-01-18,Sertifikat Rumah,Leads | All Product | Search | Web 1 | Nationwide | Competitor,,,,1.0,,
2023-01-18,Sertifikat Rumah,Leads | Seritifikat Rumah | PMax | Web 1 | Cover Area | All Time,,,,1.0,,
2023-01-18,Sertifikat Rumah,Leads | Sertifikat Rumah | Search | Web 1 | Cover Area | All Time,,,,1.0,,
2023-01-19,BPKB Mobil,Awareness Reach | BPKB Mobil | Display Remarketing | Web 1 | Nationwide,,,,,1.0,40000000.0
2023-01-19,BPKB Mobil,Leads | BPKB Mobil | Discovery | Web 1 | Nationwide | All Time,,,,,1.0,60000000.0
2023-01-19,BPKB Mobil,Leads | BPKB Mobil | Search | Web 1 | BFI Audience | Nationwide | All Time,,,,1.0,,
2023-01-19,BPKB Mobil,Leads | BPKB Mobil | Search | Web 1 | Nationwide | Experiment | General,,,,1.0,,
2023-01-19,BPKB Mobil,Leads | BPKB Mobil | Search | Web 1 | Nationwide | Targeting | General,,,,1.0,,
2023-01-19,BPKB Mobil,Leads | BPKB Motor | Search | Web 1 | Clean | Nationwide | All Time,,,,1.0,,
2023-01-19,BPKB Mobil,Leads | BPKB Motor | Search | Web 1 | Jabodetabek New,,,,1.0,,
2023-01-19,BPKB Motor,Leads | All Product | Search | Web 1 | Nationwide | Competitor,,,,1.0,,
2023-01-19,Sertifikat Rumah,Awareness | Rumah | Search | Web 1 | Cover Area | All Time,,,,3.0,,
2023-01-19,Sertifikat Rumah,Leads | All Product | Search | Web 1 | Nationwide | Competitor,,,,1.0,,
2023-01-19,Sertifikat Rumah,Leads | Seritifikat Rumah | Discovery | Web 1 | Cover Area | All Time,,,,2.0,,
2023-01-19,Sertifikat Rumah,Leads | Seritifikat Rumah | PMax | Web 1 | Cover Area | All Time,,,,1.0,,
2023-01-20,BPKB Mobil,Awareness Reach | BPKB Mobil | Display Remarketing | Web 1 | Nationwide,,,,1.0,,
2023-01-20,BPKB Mobil,Leads | BPKB Mobil | Discovery | Web 1 | Nationwide | All Time,,,,3.0,,
2023-01-20,BPKB Mobil,Leads | BPKB Mobil | Search | Web 1 | Nationwide | Competitor | Non Bank,,,,1.0,,
2023-01-20,BPKB Mobil,Leads | BPKB Mobil | Search | Web 1 | Nationwide | Targeting | General,,,,3.0,,
2023-01-20,BPKB Motor,Leads | All Product | Search | Web 1 | Nationwide | Competitor,,,,,1.0,19500000.0
2023-01-20,BPKB Motor,Leads | BPKB Motor | Search | Web 1 | Nationwide | All Time,,,,,1.0,16500000.0
2023-01-20,Sertifikat Rumah,Awareness | Rumah | Search | Web 1 | Cover Area | All Time,,,,2.0,,
2023-01-20,Sertifikat Rumah,Leads | Seritifikat Rumah | Discovery | Web 1 | Cover Area | All Time,,,,1.0,,
2023-01-20,Sertifikat Rumah,Leads | Seritifikat Rumah | PMax | Web 1 | Cover Area | All Time,,,,3.0,,
2023-01-21,BPKB Mobil,Leads | All Product | Search | Web 1 | Nationwide | Competitor,,,,2.0,,
2023-01-21,BPKB Mobil,Leads | BPKB Mobil | Search | Web 1 | Nationwide | Targeting | General,,,,1.0,,
2023-01-21,Sertifikat Rumah,Leads | Seritifikat Rumah | Discovery | Web 1 | Cover Area | All Time,,,,1.0,,
2023-01-21,Sertifikat Rumah,Leads | Sertifikat Rumah | Search | Web 1 | Cover Area | All Time,,,,1.0,,
2023-01-23,BPKB Mobil,Awareness Reach | BPKB Mobil | Display Remarketing | Web 1 | Nationwide,,,,1.0,,
2023-01-23,BPKB Mobil,Leads | All Product | Search | Web 1 | Nationwide | Competitor,,,,2.0,,
2023-01-23,BPKB Mobil,Leads | BPKB Mobil | Discovery | Web 1 | Nationwide | All Time,,,,2.0,,
2023-01-23,BPKB Mobil,Leads | BPKB Mobil | Search | Web 1 | Nationwide | Targeting | General,,,,2.0,,
2023-01-23,BPKB Mobil,Leads | BPKB Mobil | Smart Display | Web 1 | Nationwide | All Time,,,,1.0,,
2023-01-23,BPKB Mobil,Leads | Sertifikat Rumah | Search | Web 1 | Cover Area | All Time,,,,1.0,,
2023-01-23,Sertifikat Rumah,Awareness | Rumah | Search | Web 1 | Cover Area | All Time,,,,1.0,,
2023-01-23,Sertifikat Rumah,Leads | All Product | Search | Web 1 | Nationwide | Competitor,,,,1.0,,
2023-01-23,Sertifikat Rumah,Leads | Seritifikat Rumah | Discovery | Web 1 | Cover Area | All Time,,,,2.0,,
2023-01-23,Sertifikat Rumah,Leads | Seritifikat Rumah | PMax | Web 1 | Cover Area | All Time,,,,1.0,,
2023-01-23,Sertifikat Rumah,Leads | Sertifikat Rumah | Search | Web 1 | Cover Area | All Time,,,,1.0,,
2023-01-24,BPKB Mobil,Leads | All Product | Search | Web 1 | Nationwide | Competitor,,,,2.0,,
2023-01-24,BPKB Mobil,Leads | BPKB Mobil | Discovery | Web 1 | Nationwide | All Time,,,,2.0,,
2023-01-24,BPKB Mobil,Leads | BPKB Mobil | Search | Web 1 | Nationwide | Experiment | General,,,,1.0,,
2023-01-24,BPKB Mobil,Leads | BPKB Mobil | Smart Display | Web 1 | Nationwide | All Time,,,,1.0,,
2023-01-24,BPKB Mobil,Leads | BPKB Motor | Search | Web 1 | Jabodetabek New,,,,1.0,,
2023-01-24,BPKB Motor,Leads | BPKB Motor | Search | Web 1 | Nationwide | All Time,,,,1.0,,
2023-01-24,Sertifikat Rumah,Awareness | Rumah | Search | Web 1 | Cover Area | All Time,,,,1.0,,
2023-01-24,Sertifikat Rumah,Leads | Sertifikat Rumah | Search | Web 1 | Cover Area | All Time,,,,1.0,,
2023-01-25,BPKB Mobil,Leads | All Product | Search | Web 1 | Nationwide | Competitor,,,,1.0,,
2023-01-25,BPKB Mobil,Leads | BPKB Mobil | Search | Web 1 | BFI Audience | Nationwide | All Time,,,,1.0,,
2023-01-25,BPKB Mobil,Leads | BPKB Mobil | Search | Web 1 | Nationwide | Experiment | General,,,,1.0,,
2023-01-25,BPKB Mobil,Leads | BPKB Mobil | Search | Web 1 | Nationwide | Targeting | General,,,,,1.0,133000000.0
2023-01-25,BPKB Motor,Awareness Reach | BPKB Mobil | Display Remarketing | Web 1 | Nationwide,,,,1.0,,
2023-01-25,BPKB Motor,Leads | BPKB Mobil | Search | Web 1 | Nationwide | Targeting | General,,,,1.0,,
2023-01-25,Sertifikat Rumah,Awareness | Rumah | Search | Web 1 | Cover Area | All Time,,,,1.0,,
2023-01-25,Sertifikat Rumah,Leads | All Product | Search | Web 1 | Nationwide | Competitor,,,,1.0,,
2023-01-25,Sertifikat Rumah,Leads | Seritifikat Rumah | Discovery | Web 1 | Cover Area | All Time,,,,2.0,,
2023-01-25,Sertifikat Rumah,Leads | Seritifikat Rumah | PMax | Web 1 | Cover Area | All Time,,,,3.0,,
2023-01-26,BPKB Mobil,Awareness Reach | BPKB Mobil | Display Remarketing | Web 1 | Nationwide,,,,2.0,,
2023-01-26,BPKB Mobil,Leads | All Product | Search | Web 1 | Nationwide | Competitor,,,,3.0,,
2023-01-26,BPKB Mobil,Leads | BPKB Mobil | Discovery | Web 1 | Nationwide | All Time,,,,1.0,,
2023-01-26,BPKB Mobil,Leads | BPKB Mobil | Search | Web 1 | Nationwide | Experiment | General,,,,1.0,,
2023-01-26,BPKB Mobil,Leads | BPKB Mobil | Search | Web 1 | Nationwide | Targeting | General,,,,1.0,,
2023-01-26,BPKB Mobil,Leads | BPKB Mobil | Smart Display | Web 1 | Nationwide | All Time,,,,2.0,,
2023-01-26,BPKB Mobil,Leads | BPKB Motor | Search | Web 1 | Jabodetabek New,,,,1.0,,
2023-01-26,BPKB Mobil,Leads | Seritifikat Rumah | PMax | Web 1 | Cover Area | All Time,,,,1.0,,
2023-01-26,BPKB Motor,Leads | All Product | Search | Web 1 | Nationwide | Competitor,,,,2.0,,
2023-01-26,Sertifikat Rumah,Leads | All Product | Search | Web 1 | Nationwide | Competitor,,,,3.0,,
2023-01-26,Sertifikat Rumah,Leads | Seritifikat Rumah | Discovery | Web 1 | Cover Area | All Time,,,,1.0,,
2023-01-26,Sertifikat Rumah,Leads | Seritifikat Rumah | PMax | Web 1 | Cover Area | All Time,,,,3.0,,
2023-01-27,BPKB Mobil,Awareness | Rumah | Search | Web 1 | Cover Area | All Time,,,,1.0,,
2023-01-27,BPKB Mobil,Leads | All Product | Search | Web 1 | Nationwide | Competitor,,,,1.0,,
2023-01-27,BPKB Mobil,Leads | BPKB Mobil | Discovery | Web 1 | Nationwide | All Time,,,,2.0,,
2023-01-27,BPKB Mobil,Leads | BPKB Mobil | Search | Web 1 | Nationwide | Experiment | General,,,,3.0,,
2023-01-27,BPKB Mobil,Leads | BPKB Motor | Search | Web 1 | Jabodetabek New,,,,,1.0,90000000.0
2023-01-27,BPKB Motor,Leads | All Product | Search | Web 1 | Nationwide | Competitor,,,,1.0,,
2023-01-27,BPKB Motor,Leads | BPKB Motor | Discovery | Web 1 | Nationwide,,,,1.0,,
2023-01-27,BPKB Motor,Leads | BPKB Motor | Search | Web 1 | Jabodetabek New,,,,1.0,,
2023-01-27,Sertifikat Rumah,Awareness | Rumah | Search | Web 1 | Cover Area | All Time,,,,4.0,,
2023-01-27,Sertifikat Rumah,Leads | All Product | Search | Web 1 | Nationwide | Competitor,,,,1.0,,
2023-01-27,Sertifikat Rumah,Leads | Seritifikat Rumah | Discovery | Web 1 | Cover Area | All Time,,,,1.0,,
2023-01-28,BPKB Mobil,Leads | All Product | Search | Web 1 | Nationwide | Competitor,,,,1.0,,
2023-01-28,BPKB Mobil,Leads | BPKB Mobil | Search | Web 1 | BFI Audience | Nationwide | All Time,,,,1.0,,
2023-01-28,BPKB Mobil,Leads | BPKB Mobil | Youtube For Action | Web 1 | Nationwide,,,,1.0,,
2023-01-28,BPKB Mobil,Leads | BPKB Motor | Search | Web 1 | Jabodetabek New,,,,,1.0,55000000.0
2023-01-28,BPKB Motor,Leads | BPKB Motor | Search | Web 1 | Jabodetabek New,,,,,1.0,10500000.0
2023-01-28,Sertifikat Rumah,Awareness | Rumah | Search | Web 1 | Cover Area | All Time,,,,2.0,,
2023-01-28,Sertifikat Rumah,Leads | Seritifikat Rumah | PMax | Web 1 | Cover Area | All Time,,,,1.0,,
2023-01-30,BPKB Mobil,Awareness | Rumah | Search | Web 1 | Cover Area | All Time,,,,1.0,,
2023-01-30,BPKB Mobil,Leads | BPKB Mobil | Search | Web 1 | BFI Audience | Nationwide | All Time,,,,1.0,,
2023-01-30,BPKB Mobil,Leads | BPKB Mobil | Search | Web 1 | Nationwide | Targeting | General,,,,1.0,,
2023-01-30,BPKB Mobil,Leads | BPKB Motor | Discovery | Web 1 | Nationwide,,,,1.0,,
2023-01-30,BPKB Motor,Leads | All Product | Search | Web 1 | Nationwide | Competitor,,,,,1.0,12000000.0
2023-01-30,BPKB Motor,Leads | BPKB Mobil | Discovery | Web 1 | Nationwide | All Time,,,,1.0,,
2023-01-30,BPKB Motor,Leads | BPKB Motor | Search | Web 1 | Jabodetabek New,,,,1.0,,
2023-01-30,BPKB Motor,Leads | BPKB Motor | Search | Web 1 | Nationwide | All Time,,,,1.0,,
2023-01-30,Sertifikat Rumah,Awareness | Rumah | Search | Web 1 | Cover Area | All Time,,,,1.0,,
2023-01-30,Sertifikat Rumah,Leads | All Product | Search | Web 1 | Nationwide | Competitor,,,,2.0,,
2023-01-30,Sertifikat Rumah,Leads | Seritifikat Rumah | PMax | Web 1 | Cover Area | All Time,,,,1.0,,
2023-01-30,Sertifikat Rumah,Leads | Sertifikat Rumah | Search | Web 1 | Cover Area | All Time,,,,2.0,,
2023-01-31,BPKB Mobil,Leads | All Product | Search | Web 1 | Nationwide | Competitor,,,,1.0,,
2023-01-31,BPKB Mobil,Leads | BPKB Mobil | Search | Web 1 | BFI Audience | Nationwide | All Time,,,,1.0,,
2023-01-31,BPKB Mobil,Leads | BPKB Mobil | Search | Web 1 | Nationwide | Experiment | General,,,,1.0,,
2023-01-31,BPKB Mobil,Leads | BPKB Mobil | Search | Web 1 | Nationwide | Targeting | General,,,,2.0,1.0,50000000.0
2023-01-31,BPKB Mobil,Leads | BPKB Mobil | Smart Display | Web 1 | Nationwide | All Time,,,,2.0,,
2023-01-31,BPKB Motor,Leads | BPKB Mobil | Discovery | Web 1 | Nationwide | All Time,,,,,1.0,10500000.0
2023-01-31,BPKB Motor,Leads | BPKB Mobil | Search | Web 1 | Nationwide | Targeting | General,,,,1.0,,
