source,product,metrics,campaign,ad_name,adset_name,date,actual,forecast,baseline
Meta,BPKB Mobil,Click,New Conversion | Jaminan BPKB Mobil | Web 1,Lebih Untung Dijaminkan Daripada Dijual,Mix Photo Video,2023-03-23,550.0,,
Meta,BPKB Mobil,Click,New Conversion | Jaminan BPKB Mobil | Web 1,Pilihan Tepat Dapatkan Pinjaman Cepat,Mix Photo Video,2023-03-21,486.0,,
Meta,BPKB Mobil,Click,New Conversion | Jaminan BPKB Mobil | Web 1 | Jabodetabek,Lebih Untung Dijaminkan Daripada Dijual,Mix Photo Video,2023-03-25,15.0,,
Meta,BPKB Mobil,Click,New Conversion | Jaminan BPKB Mobil | Web 1,Lebih Untung Dijaminkan Daripada Dijual,Mix Photo Video,2023-04-03,358.0,,
Meta,BPKB Mobil,Click,New Conversion | Jaminan BPKB Mobil | Web 1,Lebih Untung Dijaminkan Daripada Dijual,Mix Photo Video,2023-03-22,578.0,,
Meta,BPKB Mobil,Click,New Conversion | Jaminan BPKB Mobil | Web 1,Lebih Untung Dijaminkan Daripada Dijual,Mix Photo Video,2023-03-25,469.0,,
Meta,BPKB Mobil,Click,New Conversion | Jaminan BPKB Mobil | Web 1,Pilihan Tepat Dapatkan Pinjaman Cepat,Mix Photo Video,2023-03-25,259.0,,
Meta,BPKB Mobil,Click,New Conversion | Jaminan BPKB Mobil | Web 1,Lebih Untung Dijaminkan Daripada Dijual,Mix Photo Video,2023-03-26,470.0,,
Meta,BPKB Mobil,Click,New Conversion | Jaminan BPKB Mobil | Web 1 | Jabodetabek,Pilihan Tepat Dapatkan Pinjaman Cepat,Mix Photo Video,2023-04-03,2.0,,
Meta,BPKB Mobil,Click,New Conversion | Jaminan BPKB Mobil | Web 1 | Jabodetabek,Pilihan Tepat Dapatkan Pinjaman Cepat,Mix Photo Video,2023-03-22,9.0,,
Meta,BPKB Mobil,Click,New Conversion | Jaminan BPKB Mobil | Web 1,Pilihan Tepat Dapatkan Pinjaman Cepat,Mix Photo Video,2023-03-23,330.0,,
Meta,BPKB Mobil,Click,New Conversion | Jaminan BPKB Mobil | Web 1,Lebih Untung Dijaminkan Daripada Dijual,Mix Photo Video,2023-03-27,370.0,,
Meta,BPKB Mobil,Click,New Conversion | Jaminan BPKB Mobil | Web 1,Pilihan Tepat Dapatkan Pinjaman Cepat,Mix Photo Video,2023-04-02,225.0,,
Meta,BPKB Mobil,Click,New Conversion | Jaminan BPKB Mobil | Web 1 | Jabodetabek,Pilihan Tepat Dapatkan Pinjaman Cepat,Mix Photo Video,2023-04-02,1.0,,
Meta,BPKB Mobil,Click,New Conversion | Jaminan BPKB Mobil | Web 1,Pilihan Tepat Dapatkan Pinjaman Cepat,Mix Photo Video,2023-04-03,234.0,,
Meta,BPKB Mobil,Click,New Conversion | Jaminan BPKB Mobil | Web 1 | Jabodetabek,Lebih Untung Dijaminkan Daripada Dijual,Mix Photo Video,2023-04-04,12.0,,
Meta,BPKB Mobil,Click,New Conversion | Jaminan BPKB Mobil | Web 1,Lebih Untung Dijaminkan Daripada Dijual,Mix Photo Video,2023-04-02,397.0,,
Meta,BPKB Mobil,Click,New Conversion | Jaminan BPKB Mobil | Web 1 | Jabodetabek,Pilihan Tepat Dapatkan Pinjaman Cepat,Mix Photo Video,2023-03-23,4.0,,
Meta,BPKB Mobil,Click,New Conversion | Jaminan BPKB Mobil | Web 1,Dana Pendidikan Anak Aman,Mix Photo Video,2023-03-24,5.0,,
Meta,BPKB Mobil,Click,New Conversion | Jaminan BPKB Mobil | Web 1,Dana Pendidikan Anak Aman,Mix Photo Video,2023-03-28,10.0,,
Meta,BPKB Mobil,Click,New Conversion | Jaminan BPKB Mobil | Web 1 | Jabodetabek,Lebih Untung Dijaminkan Daripada Dijual,Mix Photo Video,2023-04-02,34.0,,
Meta,BPKB Mobil,Click,New Conversion | Jaminan BPKB Mobil | Web 1,Lebih Untung Dijaminkan Daripada Dijual,Mix Photo Video,2023-03-21,731.0,,
Meta,BPKB Mobil,Click,New Conversion | Jaminan BPKB Mobil | Web 1,Pilihan Tepat Dapatkan Pinjaman Cepat,Mix Photo Video,2023-03-24,202.0,,
Meta,BPKB Mobil,Click,New Conversion | Jaminan BPKB Mobil | Web 1,Pilihan Tepat Dapatkan Pinjaman Cepat,Mix Photo Video,2023-03-27,305.0,,
Meta,BPKB Mobil,Click,New Conversion | Jaminan BPKB Mobil | Web 1,Pilihan Tepat Dapatkan Pinjaman Cepat,Mix Photo Video,2023-04-04,126.0,,
Meta,BPKB Mobil,Click,New Conversion | Jaminan BPKB Mobil | Web 1,Pilihan Tepat Dapatkan Pinjaman Cepat,Mix Photo Video,2023-04-05,114.0,,
Meta,BPKB Mobil,Click,New Conversion | Jaminan BPKB Mobil | Web 1,Dana Pendidikan Anak Aman,Mix Photo Video,2023-03-21,33.0,,
Meta,BPKB Mobil,Click,New Conversion | Jaminan BPKB Mobil | Web 1,Dana Pendidikan Anak Aman,Mix Photo Video,2023-03-22,23.0,,
Meta,BPKB Mobil,Click,New Conversion | Jaminan BPKB Mobil | Web 1 | Jabodetabek,Pilihan Tepat Dapatkan Pinjaman Cepat,Mix Photo Video,2023-03-25,,,
Meta,BPKB Mobil,Click,New Conversion | Jaminan BPKB Mobil | Web 1 | Jabodetabek,Lebih Untung Dijaminkan Daripada Dijual,Mix Photo Video,2023-03-27,24.0,,
Meta,BPKB Mobil,Click,New Conversion | Jaminan BPKB Mobil | Web 1,Lebih Untung Dijaminkan Daripada Dijual,Mix Photo Video,2023-04-04,236.0,,
Meta,BPKB Mobil,Click,New Conversion | Jaminan BPKB Mobil | Web 1,Pilihan Tepat Dapatkan Pinjaman Cepat,Mix Photo Video,2023-04-08,,,
Meta,BPKB Mobil,Click,New Conversion | Jaminan BPKB Mobil | Web 1 | Jabodetabek,Lebih Untung Dijaminkan Daripada Dijual,Mix Photo Video,2023-03-24,13.0,,
Meta,BPKB Mobil,Click,New Conversion | Jaminan BPKB Mobil | Web 1,Dana Pendidikan Anak Aman,Mix Photo Video,2023-03-25,6.0,,
Meta,BPKB Mobil,Click,New Conversion | Jaminan BPKB Mobil | Web 1 | Jabodetabek,Pilihan Tepat Dapatkan Pinjaman Cepat,Mix Photo Video,2023-03-26,1.0,,
Meta,BPKB Mobil,Click,New Conversion | Jaminan BPKB Mobil | Web 1,Dana Pendidikan Anak Aman,Mix Photo Video,2023-03-27,22.0,,
Meta,BPKB Mobil,Click,New Conversion | Jaminan BPKB Mobil | Web 1 | Jabodetabek,Pilihan Tepat Dapatkan Pinjaman Cepat,Mix Photo Video,2023-03-27,1.0,,
Meta,BPKB Mobil,Click,New Conversion | Jaminan BPKB Mobil | Web 1,Lebih Untung Dijaminkan Daripada Dijual,Mix Photo Video,2023-03-28,165.0,,
Meta,Sertifikat Rumah,Click,BFI Finance | Conversion | Jaminan Sertifikat Rumah | Web 1 | Event Purchase,Pinjaman Besar Jaminan Sertifikat Rumah,Mix Photo & Video,2023-03-21,1231.0,,
Meta,Sertifikat Rumah,Click,BFI Finance | Conversion | Jaminan Sertifikat Rumah | Web 1 | Event Purchase,Pinjaman Jaminan Sertifikat Rumah di BFI Finance,Mix Photo & Video,2023-03-21,66.0,,
Meta,BPKB Mobil,Click,New Conversion | Jaminan BPKB Mobil | Web 1 | Jabodetabek,Dana Pendidikan Anak Aman dengan Pinjaman Jaminan BPKB Mobil,Mix Photo Video,2023-03-21,152.0,,
Meta,BPKB Mobil,Click,New Conversion | Jaminan BPKB Mobil | Web 1 | Jabodetabek,Lebih Untung Dijaminkan Daripada Dijual,Mix Photo Video,2023-03-21,6.0,,
Meta,BPKB Mobil,Click,New Conversion | Jaminan BPKB Mobil | Web 1 | Jabodetabek,Pilihan Tepat Dapatkan Pinjaman Cepat,Mix Photo Video,2023-03-21,25.0,,
Meta,BPKB Motor,Click,New Conversion | Jaminan BPKB Motor | Web 1 | Event Purchase,Paket Lancar (Langsung Cair),Single Image & Video,2023-03-21,33.0,,
Meta,BPKB Motor,Click,New Conversion | Jaminan BPKB Motor | Web 1 | Event Purchase,Paket Lancar (Langsung Cair),Single Image & Video - Lookalike,2023-03-21,1264.0,,
Meta,BPKB Motor,Click,New Conversion | Jaminan BPKB Motor | Web 1 | Event Purchase,Paket Langsung Cair (Lancar) Video,Single Image & Video,2023-03-21,3.0,,
Meta,BPKB Motor,Click,New Conversion | Jaminan BPKB Motor | Web 1 | Event Purchase,Paket Langsung Cair (Lancar) Video,Single Image & Video - Lookalike,2023-03-21,161.0,,
Meta,BPKB Motor,Click,New Conversion | Jaminan BPKB Motor | Web 1 | Event Purchase,Paket Reguler,Single Image & Video,2023-03-21,4.0,,
Meta,BPKB Motor,Click,New Conversion | Jaminan BPKB Motor | Web 1 | Event Purchase,Paket Reguler,Single Image & Video - Lookalike,2023-03-21,161.0,,
Meta,BPKB Motor,Click,New Conversion | Jaminan BPKB Motor | Web 1 | Event Purchase,Paket Reguler (Video),Single Image & Video,2023-03-21,,,
Meta,BPKB Motor,Click,New Conversion | Jaminan BPKB Motor | Web 1 | Event Purchase,Paket Reguler (Video),Single Image & Video - Lookalike,2023-03-21,2.0,,
Meta,BPKB Motor,Click,New Conversion | Jaminan BPKB Motor | Web 1 | Event Purchase | Jabodetabek,Paket Lancar (Langsung Cair),Single Image,2023-03-21,15.0,,
Meta,BPKB Motor,Click,New Conversion | Jaminan BPKB Motor | Web 1 | Event Purchase | Jabodetabek,Paket Lancar (Langsung Cair),Single Image & Video - Lookalike,2023-03-21,476.0,,
Meta,BPKB Motor,Click,New Conversion | Jaminan BPKB Motor | Web 1 | Event Purchase | Jabodetabek,Paket Langsung Cair (Lancar) Video,Single Image & Video - Lookalike,2023-03-21,105.0,,
Meta,BPKB Motor,Click,New Conversion | Jaminan BPKB Motor | Web 1 | Event Purchase | Jabodetabek,Paket Reguler,Single Image,2023-03-21,4.0,,
Meta,BPKB Motor,Click,New Conversion | Jaminan BPKB Motor | Web 1 | Event Purchase | Jabodetabek,Paket Reguler,Single Image & Video - Lookalike,2023-03-21,15.0,,
Meta,BPKB Motor,Click,New Conversion | Jaminan BPKB Motor | Web 1 | Event Purchase | Jabodetabek,Paket Reguler (Video),Single Image & Video - Lookalike,2023-03-21,,,
Meta,Sertifikat Rumah,Click,BFI Finance | Conversion | Jaminan Sertifikat Rumah | Web 1 | Event Purchase,Pinjaman Besar Jaminan Sertifikat Rumah,Mix Photo & Video,2023-03-22,1513.0,,
Meta,Sertifikat Rumah,Click,BFI Finance | Conversion | Jaminan Sertifikat Rumah | Web 1 | Event Purchase,Pinjaman Jaminan Sertifikat Rumah di BFI Finance,Mix Photo & Video,2023-03-22,75.0,,
Meta,BPKB Mobil,Click,New Conversion | Jaminan BPKB Mobil | Web 1,Pilihan Tepat Dapatkan Pinjaman Cepat,Mix Photo Video,2023-03-22,375.0,,
Meta,BPKB Mobil,Click,New Conversion | Jaminan BPKB Mobil | Web 1 | Jabodetabek,Dana Pendidikan Anak Aman dengan Pinjaman Jaminan BPKB Mobil,Mix Photo Video,2023-03-22,92.0,,
Meta,BPKB Mobil,Click,New Conversion | Jaminan BPKB Mobil | Web 1 | Jabodetabek,Lebih Untung Dijaminkan Daripada Dijual,Mix Photo Video,2023-03-22,11.0,,
Meta,BPKB Motor,Click,New Conversion | Jaminan BPKB Motor | Web 1 | Event Purchase,Paket Lancar (Langsung Cair),Single Image & Video,2023-03-22,36.0,,
Meta,BPKB Motor,Click,New Conversion | Jaminan BPKB Motor | Web 1 | Event Purchase,Paket Lancar (Langsung Cair),Single Image & Video - Lookalike,2023-03-22,1261.0,,
Meta,BPKB Motor,Click,New Conversion | Jaminan BPKB Motor | Web 1 | Event Purchase,Paket Langsung Cair (Lancar) Video,Single Image & Video,2023-03-22,1.0,,
Meta,BPKB Motor,Click,New Conversion | Jaminan BPKB Motor | Web 1 | Event Purchase,Paket Langsung Cair (Lancar) Video,Single Image & Video - Lookalike,2023-03-22,81.0,,
Meta,BPKB Motor,Click,New Conversion | Jaminan BPKB Motor | Web 1 | Event Purchase,Paket Reguler,Single Image & Video,2023-03-22,3.0,,
Meta,BPKB Motor,Click,New Conversion | Jaminan BPKB Motor | Web 1 | Event Purchase,Paket Reguler,Single Image & Video - Lookalike,2023-03-22,202.0,,
Meta,BPKB Motor,Click,New Conversion | Jaminan BPKB Motor | Web 1 | Event Purchase,Paket Reguler (Video),Single Image & Video,2023-03-22,,,
Meta,BPKB Motor,Click,New Conversion | Jaminan BPKB Motor | Web 1 | Event Purchase,Paket Reguler (Video),Single Image & Video - Lookalike,2023-03-22,3.0,,
Meta,BPKB Motor,Click,New Conversion | Jaminan BPKB Motor | Web 1 | Event Purchase | Jabodetabek,Paket Lancar (Langsung Cair),Single Image,2023-03-22,11.0,,
Meta,BPKB Motor,Click,New Conversion | Jaminan BPKB Motor | Web 1 | Event Purchase | Jabodetabek,Paket Lancar (Langsung Cair),Single Image & Video - Lookalike,2023-03-22,526.0,,
Meta,BPKB Motor,Click,New Conversion | Jaminan BPKB Motor | Web 1 | Event Purchase | Jabodetabek,Paket Langsung Cair (Lancar) Video,Single Image & Video - Lookalike,2023-03-22,57.0,,
Meta,BPKB Motor,Click,New Conversion | Jaminan BPKB Motor | Web 1 | Event Purchase | Jabodetabek,Paket Reguler,Single Image,2023-03-22,,,
Meta,BPKB Motor,Click,New Conversion | Jaminan BPKB Motor | Web 1 | Event Purchase | Jabodetabek,Paket Reguler,Single Image & Video - Lookalike,2023-03-22,13.0,,
Meta,BPKB Motor,Click,New Conversion | Jaminan BPKB Motor | Web 1 | Event Purchase | Jabodetabek,Paket Reguler (Video),Single Image & Video - Lookalike,2023-03-22,2.0,,
Meta,Sertifikat Rumah,Click,BFI Finance | Conversion | Jaminan Sertifikat Rumah | Web 1 | Event Purchase,Pinjaman Besar Jaminan Sertifikat Rumah,Mix Photo & Video,2023-03-23,1690.0,,
Meta,Sertifikat Rumah,Click,BFI Finance | Conversion | Jaminan Sertifikat Rumah | Web 1 | Event Purchase,Pinjaman Jaminan Sertifikat Rumah di BFI Finance,Mix Photo & Video,2023-03-23,167.0,,
Meta,BPKB Mobil,Click,New Conversion | Jaminan BPKB Mobil | Web 1,Dana Pendidikan Anak Aman,Mix Photo Video,2023-03-23,41.0,,
Meta,BPKB Mobil,Click,New Conversion | Jaminan BPKB Mobil | Web 1 | Jabodetabek,Dana Pendidikan Anak Aman dengan Pinjaman Jaminan BPKB Mobil,Mix Photo Video,2023-03-23,76.0,,
Meta,BPKB Mobil,Click,New Conversion | Jaminan BPKB Mobil | Web 1 | Jabodetabek,Lebih Untung Dijaminkan Daripada Dijual,Mix Photo Video,2023-03-23,11.0,,
Meta,BPKB Motor,Click,New Conversion | Jaminan BPKB Motor | Web 1 | Event Purchase,Paket Lancar (Langsung Cair),Single Image & Video,2023-03-23,56.0,,
Meta,BPKB Motor,Click,New Conversion | Jaminan BPKB Motor | Web 1 | Event Purchase,Paket Lancar (Langsung Cair),Single Image & Video - Lookalike,2023-03-23,1372.0,,
Meta,BPKB Motor,Click,New Conversion | Jaminan BPKB Motor | Web 1 | Event Purchase,Paket Langsung Cair (Lancar) Video,Single Image & Video,2023-03-23,4.0,,
Meta,BPKB Motor,Click,New Conversion | Jaminan BPKB Motor | Web 1 | Event Purchase,Paket Langsung Cair (Lancar) Video,Single Image & Video - Lookalike,2023-03-23,96.0,,
Meta,BPKB Motor,Click,New Conversion | Jaminan BPKB Motor | Web 1 | Event Purchase,Paket Reguler,Single Image & Video,2023-03-23,3.0,,
Meta,BPKB Motor,Click,New Conversion | Jaminan BPKB Motor | Web 1 | Event Purchase,Paket Reguler,Single Image & Video - Lookalike,2023-03-23,202.0,,
Meta,BPKB Motor,Click,New Conversion | Jaminan BPKB Motor | Web 1 | Event Purchase,Paket Reguler (Video),Single Image & Video,2023-03-23,,,
Meta,BPKB Motor,Click,New Conversion | Jaminan BPKB Motor | Web 1 | Event Purchase,Paket Reguler (Video),Single Image & Video - Lookalike,2023-03-23,4.0,,
Meta,BPKB Motor,Click,New Conversion | Jaminan BPKB Motor | Web 1 | Event Purchase | Jabodetabek,Paket Lancar (Langsung Cair),Single Image,2023-03-23,11.0,,
Meta,BPKB Motor,Click,New Conversion | Jaminan BPKB Motor | Web 1 | Event Purchase | Jabodetabek,Paket Lancar (Langsung Cair),Single Image & Video - Lookalike,2023-03-23,522.0,,
Meta,BPKB Motor,Click,New Conversion | Jaminan BPKB Motor | Web 1 | Event Purchase | Jabodetabek,Paket Langsung Cair (Lancar) Video,Single Image & Video - Lookalike,2023-03-23,40.0,,
Meta,BPKB Motor,Click,New Conversion | Jaminan BPKB Motor | Web 1 | Event Purchase | Jabodetabek,Paket Reguler,Single Image,2023-03-23,,,
Meta,BPKB Motor,Click,New Conversion | Jaminan BPKB Motor | Web 1 | Event Purchase | Jabodetabek,Paket Reguler,Single Image & Video - Lookalike,2023-03-23,25.0,,
Meta,BPKB Motor,Click,New Conversion | Jaminan BPKB Motor | Web 1 | Event Purchase | Jabodetabek,Paket Reguler (Video),Single Image & Video - Lookalike,2023-03-23,3.0,,
Meta,BPKB Mobil,Click,New Conversion | Jaminan BPKB Mobil | Web 1,Lebih Untung Dijaminkan Daripada Dijual,Mix Photo Video,2023-03-24,310.0,,
Meta,BPKB Mobil,Click,New Conversion | Jaminan BPKB Mobil | Web 1 | Jabodetabek,Dana Pendidikan Anak Aman dengan Pinjaman Jaminan BPKB Mobil,Mix Photo Video,2023-03-24,50.0,,
Meta,BPKB Mobil,Click,New Conversion | Jaminan BPKB Mobil | Web 1 | Jabodetabek,Pilihan Tepat Dapatkan Pinjaman Cepat,Mix Photo Video,2023-03-24,,,
Meta,BPKB Motor,Click,New Conversion | Jaminan BPKB Motor | Web 1 | Event Purchase,Paket Lancar (Langsung Cair),Single Image & Video,2023-03-24,14.0,,
Meta,BPKB Motor,Click,New Conversion | Jaminan BPKB Motor | Web 1 | Event Purchase,Paket Lancar (Langsung Cair),Single Image & Video - Lookalike,2023-03-24,1384.0,,
Meta,BPKB Motor,Click,New Conversion | Jaminan BPKB Motor | Web 1 | Event Purchase,Paket Langsung Cair (Lancar) Video,Single Image & Video,2023-03-24,,,
Meta,BPKB Motor,Click,New Conversion | Jaminan BPKB Motor | Web 1 | Event Purchase,Paket Langsung Cair (Lancar) Video,Single Image & Video - Lookalike,2023-03-24,75.0,,
Meta,BPKB Motor,Click,New Conversion | Jaminan BPKB Motor | Web 1 | Event Purchase,Paket Reguler,Single Image & Video,2023-03-24,4.0,,
Meta,BPKB Motor,Click,New Conversion | Jaminan BPKB Motor | Web 1 | Event Purchase,Paket Reguler,Single Image & Video - Lookalike,2023-03-24,190.0,,
Meta,BPKB Motor,Click,New Conversion | Jaminan BPKB Motor | Web 1 | Event Purchase,Paket Reguler (Video),Single Image & Video,2023-03-24,,,
Meta,BPKB Motor,Click,New Conversion | Jaminan BPKB Motor | Web 1 | Event Purchase,Paket Reguler (Video),Single Image & Video - Lookalike,2023-03-24,1.0,,
Meta,BPKB Motor,Click,New Conversion | Jaminan BPKB Motor | Web 1 | Event Purchase | Jabodetabek,Paket Lancar (Langsung Cair),Single Image,2023-03-24,1.0,,
Meta,BPKB Motor,Click,New Conversion | Jaminan BPKB Motor | Web 1 | Event Purchase | Jabodetabek,Paket Lancar (Langsung Cair),Single Image & Video - Lookalike,2023-03-24,525.0,,
Meta,BPKB Motor,Click,New Conversion | Jaminan BPKB Motor | Web 1 | Event Purchase | Jabodetabek,Paket Langsung Cair (Lancar) Video,Single Image & Video - Lookalike,2023-03-24,22.0,,
Meta,BPKB Motor,Click,New Conversion | Jaminan BPKB Motor | Web 1 | Event Purchase | Jabodetabek,Paket Reguler,Single Image,2023-03-24,,,
Meta,BPKB Motor,Click,New Conversion | Jaminan BPKB Motor | Web 1 | Event Purchase | Jabodetabek,Paket Reguler,Single Image & Video - Lookalike,2023-03-24,22.0,,
Meta,BPKB Motor,Click,New Conversion | Jaminan BPKB Motor | Web 1 | Event Purchase | Jabodetabek,Paket Reguler (Video),Single Image & Video - Lookalike,2023-03-24,,,
Meta,Sertifikat Rumah,Click,BFI Finance | Conversion | Jaminan Sertifikat Rumah | Web 1 | Event Purchase,Pinjaman Besar Jaminan Sertifikat Rumah,Mix Photo & Video,2023-03-25,1059.0,,
Meta,Sertifikat Rumah,Click,BFI Finance | Conversion | Jaminan Sertifikat Rumah | Web 1 | Event Purchase,Pinjaman Jaminan Sertifikat Rumah di BFI Finance,Mix Photo & Video,2023-03-25,30.0,,
Meta,BPKB Mobil,Click,New Conversion | Jaminan BPKB Mobil | Web 1 | Jabodetabek,Dana Pendidikan Anak Aman dengan Pinjaman Jaminan BPKB Mobil,Mix Photo Video,2023-03-25,46.0,,
Meta,BPKB Motor,Click,New Conversion | Jaminan BPKB Motor | Web 1 | Event Purchase,Paket Lancar (Langsung Cair),Single Image & Video,2023-03-25,6.0,,
Meta,BPKB Motor,Click,New Conversion | Jaminan BPKB Motor | Web 1 | Event Purchase,Paket Lancar (Langsung Cair),Single Image & Video - Lookalike,2023-03-25,1304.0,,
Meta,BPKB Motor,Click,New Conversion | Jaminan BPKB Motor | Web 1 | Event Purchase,Paket Langsung Cair (Lancar) Video,Single Image & Video,2023-03-25,,,
Meta,BPKB Motor,Click,New Conversion | Jaminan BPKB Motor | Web 1 | Event Purchase,Paket Langsung Cair (Lancar) Video,Single Image & Video - Lookalike,2023-03-25,90.0,,
Meta,BPKB Motor,Click,New Conversion | Jaminan BPKB Motor | Web 1 | Event Purchase,Paket Reguler,Single Image & Video,2023-03-25,,,
Meta,BPKB Motor,Click,New Conversion | Jaminan BPKB Motor | Web 1 | Event Purchase,Paket Reguler,Single Image & Video - Lookalike,2023-03-25,176.0,,
Meta,BPKB Motor,Click,New Conversion | Jaminan BPKB Motor | Web 1 | Event Purchase,Paket Reguler (Video),Single Image & Video,2023-03-25,,,
Meta,BPKB Motor,Click,New Conversion | Jaminan BPKB Motor | Web 1 | Event Purchase,Paket Reguler (Video),Single Image & Video - Lookalike,2023-03-25,2.0,,
Meta,BPKB Motor,Click,New Conversion | Jaminan BPKB Motor | Web 1 | Event Purchase | Jabodetabek,Paket Lancar (Langsung Cair),Single Image,2023-03-25,,,
Meta,BPKB Motor,Click,New Conversion | Jaminan BPKB Motor | Web 1 | Event Purchase | Jabodetabek,Paket Lancar (Langsung Cair),Single Image & Video - Lookalike,2023-03-25,429.0,,
Meta,BPKB Motor,Click,New Conversion | Jaminan BPKB Motor | Web 1 | Event Purchase | Jabodetabek,Paket Langsung Cair (Lancar) Video,Single Image & Video - Lookalike,2023-03-25,17.0,,
Meta,BPKB Motor,Click,New Conversion | Jaminan BPKB Motor | Web 1 | Event Purchase | Jabodetabek,Paket Reguler,Single Image,2023-03-25,,,
Meta,BPKB Motor,Click,New Conversion | Jaminan BPKB Motor | Web 1 | Event Purchase | Jabodetabek,Paket Reguler,Single Image & Video - Lookalike,2023-03-25,21.0,,
Meta,BPKB Motor,Click,New Conversion | Jaminan BPKB Motor | Web 1 | Event Purchase | Jabodetabek,Paket Reguler (Video),Single Image & Video - Lookalike,2023-03-25,,,
Meta,Sertifikat Rumah,Click,BFI Finance | Conversion | Jaminan Sertifikat Rumah | Web 1 | Event Purchase,Pinjaman Besar Jaminan Sertifikat Rumah,Mix Photo & Video,2023-03-26,1215.0,,
Meta,Sertifikat Rumah,Click,BFI Finance | Conversion | Jaminan Sertifikat Rumah | Web 1 | Event Purchase,Pinjaman Jaminan Sertifikat Rumah di BFI Finance,Mix Photo & Video,2023-03-26,65.0,,
Meta,BPKB Mobil,Click,New Conversion | Jaminan BPKB Mobil | Web 1,Dana Pendidikan Anak Aman,Mix Photo Video,2023-03-26,13.0,,
Meta,BPKB Mobil,Click,New Conversion | Jaminan BPKB Mobil | Web 1,Pilihan Tepat Dapatkan Pinjaman Cepat,Mix Photo Video,2023-03-26,233.0,,
Meta,BPKB Mobil,Click,New Conversion | Jaminan BPKB Mobil | Web 1 | Jabodetabek,Dana Pendidikan Anak Aman dengan Pinjaman Jaminan BPKB Mobil,Mix Photo Video,2023-03-26,26.0,,
Meta,BPKB Mobil,Click,New Conversion | Jaminan BPKB Mobil | Web 1 | Jabodetabek,Lebih Untung Dijaminkan Daripada Dijual,Mix Photo Video,2023-03-26,13.0,,
Meta,BPKB Motor,Click,New Conversion | Jaminan BPKB Motor | Web 1 | Event Purchase,Paket Lancar (Langsung Cair),Single Image & Video,2023-03-26,2.0,,
Meta,BPKB Motor,Click,New Conversion | Jaminan BPKB Motor | Web 1 | Event Purchase,Paket Lancar (Langsung Cair),Single Image & Video - Lookalike,2023-03-26,1354.0,,
Meta,BPKB Motor,Click,New Conversion | Jaminan BPKB Motor | Web 1 | Event Purchase,Paket Langsung Cair (Lancar) Video,Single Image & Video,2023-03-26,,,
Meta,BPKB Motor,Click,New Conversion | Jaminan BPKB Motor | Web 1 | Event Purchase,Paket Langsung Cair (Lancar) Video,Single Image & Video - Lookalike,2023-03-26,100.0,,
Meta,BPKB Motor,Click,New Conversion | Jaminan BPKB Motor | Web 1 | Event Purchase,Paket Reguler,Single Image & Video,2023-03-26,,,
Meta,BPKB Motor,Click,New Conversion | Jaminan BPKB Motor | Web 1 | Event Purchase,Paket Reguler,Single Image & Video - Lookalike,2023-03-26,218.0,,
Meta,BPKB Motor,Click,New Conversion | Jaminan BPKB Motor | Web 1 | Event Purchase,Paket Reguler (Video),Single Image & Video,2023-03-26,,,
Meta,BPKB Motor,Click,New Conversion | Jaminan BPKB Motor | Web 1 | Event Purchase,Paket Reguler (Video),Single Image & Video - Lookalike,2023-03-26,4.0,,
Meta,BPKB Motor,Click,New Conversion | Jaminan BPKB Motor | Web 1 | Event Purchase | Jabodetabek,Paket Lancar (Langsung Cair),Single Image,2023-03-26,,,
Meta,BPKB Motor,Click,New Conversion | Jaminan BPKB Motor | Web 1 | Event Purchase | Jabodetabek,Paket Lancar (Langsung Cair),Single Image & Video - Lookalike,2023-03-26,449.0,,
Meta,BPKB Motor,Click,New Conversion | Jaminan BPKB Motor | Web 1 | Event Purchase | Jabodetabek,Paket Langsung Cair (Lancar) Video,Single Image & Video - Lookalike,2023-03-26,26.0,,
Meta,BPKB Motor,Click,New Conversion | Jaminan BPKB Motor | Web 1 | Event Purchase | Jabodetabek,Paket Reguler,Single Image,2023-03-26,,,
Meta,BPKB Motor,Click,New Conversion | Jaminan BPKB Motor | Web 1 | Event Purchase | Jabodetabek,Paket Reguler,Single Image & Video - Lookalike,2023-03-26,32.0,,
Meta,BPKB Motor,Click,New Conversion | Jaminan BPKB Motor | Web 1 | Event Purchase | Jabodetabek,Paket Reguler (Video),Single Image & Video - Lookalike,2023-03-26,,,
Meta,Sertifikat Rumah,Click,BFI Finance | Conversion | Jaminan Sertifikat Rumah | Web 1 | Event Purchase,Pinjaman Besar Jaminan Sertifikat Rumah,Mix Photo & Video,2023-03-27,420.0,,
Meta,Sertifikat Rumah,Click,BFI Finance | Conversion | Jaminan Sertifikat Rumah | Web 1 | Event Purchase,Pinjaman Jaminan Sertifikat Rumah di BFI Finance,Mix Photo & Video,2023-03-27,14.0,,
Meta,BPKB Mobil,Click,New Conversion | Jaminan BPKB Mobil | Web 1 | Jabodetabek,Dana Pendidikan Anak Aman dengan Pinjaman Jaminan BPKB Mobil,Mix Photo Video,2023-03-27,23.0,,
Meta,BPKB Motor,Click,New Conversion | Jaminan BPKB Motor | Web 1 | Event Purchase,Paket Lancar (Langsung Cair),Single Image & Video,2023-03-27,5.0,,
Meta,BPKB Motor,Click,New Conversion | Jaminan BPKB Motor | Web 1 | Event Purchase,Paket Lancar (Langsung Cair),Single Image & Video - Lookalike,2023-03-27,1370.0,,
